locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS01360	Saci_0279	235258	235728	470	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01365	Saci_0280	235769	237157	1388	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01370	Saci_0281	237191	239431	2240	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01375	Saci_0282	239462	240322	860	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01380	Saci_0283	240312	240680	368	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01385	Saci_0284	240684	241187	503	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01390	Saci_0285	241184	241621	437	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01395	Saci_0286	241651	242223	572	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01400	Saci_0287	242410	242832	422	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01405	Saci_0288	243042	243431	389	NA	NA	NA	NA
SACI_RS01410	Saci_0289	243777	244802	1025	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01415	Saci_0290	245249	245980	731	C	Energy production and conversion	3	METABOLISM
SACI_RS01420	Saci_0291	245977	246822	845	C	Energy production and conversion	3	METABOLISM
SACI_RS01425	Saci_0292	246819	248042	1223	NA	NA	NA	NA
SACI_RS01430	Saci_0293	248275	248544	269	C	Energy production and conversion	3	METABOLISM
SACI_RS01435	Saci_0294	248681	250162	1481	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS01440	Saci_0295	250405	251655	1250	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS01445	Saci_0296	251845	252864	1019	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01450	Saci_0297	253148	253456	308	NA	NA	NA	NA
SACI_RS01455	Saci_0298	253488	254336	848	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01460	Saci_0299	254513	255835	1322	C	Energy production and conversion	3	METABOLISM
SACI_RS01465	Saci_0300	255832	256359	527	NA	NA	NA	NA
SACI_RS01470	Saci_0301	256423	257034	611	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01475	Saci_0302	257424	258044	620	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01480	Saci_0303	258054	258365	311	NA	NA	NA	NA
SACI_RS01485	Saci_0304	258506	259060	554	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01490	Saci_0305	259029	260429	1400	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01495	Saci_0306	260644	262641	1997	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS01500	Saci_0307	262775	263521	746	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01505	Saci_0308	263557	263805	248	C	Energy production and conversion	3	METABOLISM
SACI_RS01510	Saci_0309	263807	264667	860	NA	NA	NA	NA
SACI_RS01515	Saci_0310	264639	265436	797	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01520	Saci_0311	265590	265811	221	NA	NA	NA	NA
SACI_RS01525	Saci_0312	265913	266725	812	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS01530	Saci_0313	266713	267117	404	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS01535	Saci_0314	267219	267641	422	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01540	Saci_0315	267785	269614	1829	C	Energy production and conversion	3	METABOLISM
SACI_RS01545	Saci_0316	269618	270802	1184	NA	NA	NA	NA
SACI_RS01550	Saci_0317	270799	271089	290	NA	NA	NA	NA
SACI_RS01555	Saci_0318	271192	271953	761	C	Energy production and conversion	3	METABOLISM
SACI_RS01560	Saci_0319	271925	272290	365	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01565	Saci_0320	272254	275190	2936	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01570	Saci_0321	275396	276538	1142	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01575	Saci_0322	276696	276938	242	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01580	Saci_0323	276935	277333	398	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01585	Saci_0324	277460	278311	851	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01590	Saci_0325	278371	279282	911	C	Energy production and conversion	3	METABOLISM
SACI_RS01595	Saci_0326	279279	279971	692	C	Energy production and conversion	3	METABOLISM
SACI_RS01600	Saci_0327	279958	280641	683	C	Energy production and conversion	3	METABOLISM
SACI_RS01605	Saci_0328	280685	281782	1097	C	Energy production and conversion	3	METABOLISM
SACI_RS01610	Saci_0329	281837	283147	1310	C	Energy production and conversion	3	METABOLISM
SACI_RS01615	Saci_0330	283670	283903	233	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01620	Saci_0331	283916	285073	1157	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01625	Saci_0332	285075	285455	380	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01630	Saci_0333	285461	286381	920	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01635	Saci_0334	286554	287396	842	C	Energy production and conversion	3	METABOLISM
SACI_RS01640	Saci_0335	287471	287713	242	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01645	Saci_0336	287725	288156	431	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01650	Saci_0337	288292	288693	401	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01655	Saci_0338	288700	290034	1334	C	Energy production and conversion	3	METABOLISM
SACI_RS01660	Saci_0339	290021	290362	341	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01665	Saci_0340	290359	290910	551	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01670	Saci_0341	290876	291247	371	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01675	Saci_0342	291259	292086	827	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01680	Saci_0343	292093	293148	1055	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01685	Saci_0344	293145	294050	905	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01690	Saci_0345	294047	295081	1034	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01695	Saci_0347	295433	295783	350	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01700	Saci_0348	295803	296297	494	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01705	Saci_0349	296337	296777	440	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01710	Saci_0350	296924	297373	449	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01715	Saci_0351	297373	298470	1097	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01720	Saci_0352	298665	299114	449	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01725	Saci_0353	299111	299536	425	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01730	Saci_0354	299571	299894	323	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01735	Saci_0355	300074	300883	809	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS01740	Saci_0356	300888	301091	203	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01745	Saci_0357	301187	301546	359	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01750	Saci_0358	301629	302027	398	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01755	Saci_0359	302192	303019	827	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01760	Saci_0360	303121	304209	1088	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01765	Saci_0361	304321	305724	1403	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS01770	Saci_0362	305965	306162	197	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS01775	Saci_0363	306262	308013	1751	C	Energy production and conversion	3	METABOLISM
SACI_RS01780	Saci_0364	308088	309284	1196	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS01785	Saci_0365	309342	310304	962	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01790	Saci_0366	310301	311020	719	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS01795	Saci_0367	311021	311776	755	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS01800	Saci_0368	311901	313418	1517	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01805	Saci_0369	313415	315337	1922	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01810	Saci_0370	315526	316125	599	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS01815	Saci_0371	316330	317448	1118	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS01820	Saci_0372	317678	320026	2348	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01825	Saci_0373	320018	322846	2828	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS01830	Saci_0374	322873	323925	1052	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01835	Saci_0375	323928	325199	1271	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01840	Saci_0376	325232	325546	314	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01845	Saci_0377	325607	326065	458	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01850	Saci_0378	326072	327019	947	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01855	Saci_0379	327075	327767	692	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01860	Saci_0380	327735	328412	677	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS01865	Saci_0381	328420	329178	758	NA	NA	NA	NA
SACI_RS01870	Saci_0382	329597	329791	194	NA	NA	NA	NA
SACI_RS01875	Saci_0383	329797	331356	1559	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01880	Saci_0384	331631	331996	365	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01885	Saci_0385	331983	332858	875	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS01890	Saci_0386	333031	333417	386	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01895	Saci_0387	333604	333846	242	NA	NA	NA	NA
SACI_RS01900	Saci_0388	333891	334880	989	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01905	Saci_0389	334855	335604	749	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01910	Saci_0390	335633	336574	941	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS01915	Saci_0391	336546	337037	491	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01920	Saci_0392	337037	337783	746	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01925	Saci_0393	337776	338063	287	NA	NA	NA	NA
SACI_RS01930	Saci_0394	338070	338867	797	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01935	Saci_0395	338854	339525	671	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01940	Saci_0396	339522	340100	578	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01945	Saci_0397	340097	341164	1067	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01950	Saci_0398	341130	341885	755	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01955	Saci_0399	341882	342883	1001	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01960	Saci_0400	343100	343756	656	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01965	Saci_0401	343749	344726	977	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS01970	Saci_0402	344723	345553	830	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS01975	Saci_0404	345824	347152	1328	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01980	Saci_0405	347149	347688	539	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01985	Saci_0406	347699	348319	620	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS01990	Saci_0407	348651	348956	305	NA	NA	NA	NA
SACI_RS01995	Saci_0408	348931	349482	551	NA	NA	NA	NA
SACI_RS02000		349813	350493	680	NA	NA	NA	NA
SACI_RS02005	Saci_0410	350533	351552	1019	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS11520	Saci_0411	351460	352395	935	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02010	Saci_0412	352350	353108	758	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02015	Saci_0413	353123	354502	1379	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02020	Saci_0414	354525	355646	1121	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS02025	Saci_0415	355615	356610	995	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02030	Saci_0416	356672	357079	407	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02035	Saci_0417	357086	357301	215	NA	NA	NA	NA
SACI_RS02040	Saci_0418	357389	358888	1499	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02050	Saci_0421	359750	360874	1124	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02055	Saci_0422	360871	361644	773	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02060	Saci_0423	361697	362878	1181	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02065	Saci_0424	362924	363823	899	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS02070	Saci_0425	363809	365248	1439	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS02075	Saci_0426	365289	365651	362	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02080	Saci_0427	365641	365886	245	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02085	Saci_0428	365887	368208	2321	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02090	Saci_0430	368235	368996	761	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02095	Saci_0431	369276	369596	320	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02100	Saci_0432	369796	371196	1400	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS02105	Saci_0433	371319	371498	179	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02110	Saci_0434	372078	372728	650	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02115	Saci_0435	372725	374458	1733	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02120	Saci_0436	374461	375144	683	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02125	Saci_0437	375119	376042	923	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS12010	Saci_0438	376108	376275	167	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02130	Saci_0439	376272	376916	644	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02135	Saci_0440	376931	377545	614	NA	NA	NA	NA
SACI_RS02140	Saci_0441	377559	378125	566	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS12015	Saci_0442	378122	378289	167	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02145	Saci_0443	378298	378867	569	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS02150	Saci_0444	378880	379767	887	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02155	Saci_0445	379764	379976	212	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02160	Saci_0446	380078	380428	350	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02165	Saci_0447	380399	381118	719	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02170	Saci_0448	381108	381671	563	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS02175	Saci_0449	381830	382318	488	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02180	Saci_0450	382309	383454	1145	J	Translation, ribosomal structure and biogenesis	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02185	Saci_0451	383513	384157	644	D	Cell cycle control, cell division, chromosome partitioning	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02190		384233	384937	704	NA	NA	NA	NA
SACI_RS02195	Saci_0453	385017	385448	431	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02200	Saci_0454	385508	386461	953	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS02205	Saci_0455	386458	386994	536	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02210	Saci_0456	387109	387423	314	NA	NA	NA	NA
SACI_RS02215	Saci_0457	387673	387747	74	NA	NA	NA	NA
SACI_RS02220	Saci_0458	387787	389028	1241	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02225	Saci_0459	389060	389566	506	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02230	Saci_0460	389546	390001	455	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02235	Saci_0461	389973	390845	872	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS02240	Saci_0462	390814	391728	914	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS02245	Saci_0463	391695	392597	902	C	Energy production and conversion	3	METABOLISM
SACI_RS02250	Saci_0464	392594	393088	494	NA	NA	NA	NA
SACI_RS02255	Saci_0465	393159	393815	656	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02260	Saci_0467	394110	394478	368	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02265	Saci_0468	394465	394713	248	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02270	Saci_0470	395126	395216	90	NA	NA	NA	NA
SACI_RS02275	Saci_0472	395689	397623	1934	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02280	Saci_0473	397638	399005	1367	NA	NA	NA	NA
SACI_RS02285	Saci_0474	399028	399954	926	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS02290	Saci_0475	399956	400609	653	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02295		400738	400947	209	NA	NA	NA	NA
SACI_RS02300	Saci_0476	400929	401078	149	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02305	Saci_0477	401100	401420	320	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02310	Saci_0478	401417	401848	431	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02315	Saci_0479	402058	402366	308	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02320	Saci_0480	402468	402758	290	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02325	Saci_0481	402755	403321	566	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02330	Saci_0482	403917	404216	299	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02335	Saci_0483	404226	404513	287	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02340	Saci_0484	404875	405324	449	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11795	Saci_0485	405327	405494	167	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02345	Saci_0486	405583	405888	305	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02350	Saci_0487	405920	407224	1304	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02355	Saci_0488	407221	407430	209	NA	NA	NA	NA
SACI_RS02360	Saci_0489	407482	407775	293	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02370	Saci_0491	408515	409345	830	NA	NA	NA	NA
SACI_RS02375	Saci_0492	409591	410127	536	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02380	Saci_0493	410152	410490	338	NA	NA	NA	NA
SACI_RS02385	Saci_0494	411379	412086	707	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02390	Saci_0495	412079	412927	848	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS02395	Saci_0496	413083	413667	584	NA	NA	NA	NA
SACI_RS02400	Saci_0497	413893	414747	854	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02405	Saci_0498	414882	415328	446	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS12020	Saci_0499	415473	415625	152	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02410	Saci_0500	415699	416682	983	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02415	Saci_0501	416669	417130	461	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS12025	Saci_0502	417271	417429	158	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS02420	Saci_0503	417681	417860	179	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS02425	Saci_0504	417900	418895	995	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
